,age,job,marital,education,default,balance,housing,loan,contact,day,duration,campaign,pdays,previous,poutcome,y
2138,22,blue-collar,single,primary,no,3198,yes,no,unknown,28,109,2,-1,0,unknown,no
2081,41,management,single,tertiary,no,598,yes,no,cellular,17,155,1,-1,0,unknown,no
1450,40,management,divorced,tertiary,no,-319,yes,no,unknown,23,59,3,-1,0,unknown,no
163,31,admin.,married,secondary,no,10,no,no,cellular,15,156,4,-1,0,unknown,no
932,31,technician,married,secondary,no,1032,yes,no,unknown,26,70,6,-1,0,unknown,no
1163,33,technician,married,secondary,no,277,no,no,cellular,7,155,2,-1,0,unknown,no
3657,42,blue-collar,married,primary,no,-571,yes,yes,telephone,21,136,2,179,4,failure,no
523,45,blue-collar,married,primary,no,4170,yes,yes,unknown,20,114,3,-1,0,unknown,no
1619,56,management,married,tertiary,no,1631,yes,no,cellular,15,376,3,-1,0,unknown,no
1878,31,management,married,tertiary,no,334,yes,no,unknown,13,449,1,-1,0,unknown,no
1407,31,blue-collar,single,primary,no,864,yes,no,telephone,14,113,2,-1,0,unknown,no
3566,58,technician,married,unknown,no,-509,no,yes,cellular,8,239,1,-1,0,unknown,no
1026,71,self-employed,married,secondary,no,5946,no,no,cellular,3,59,7,-1,0,unknown,no
3489,56,management,married,primary,no,199,yes,yes,cellular,4,331,2,209,1,failure,no
2853,24,technician,single,secondary,no,-232,yes,no,cellular,18,108,1,-1,0,unknown,no
2192,39,retired,divorced,primary,no,284,no,no,telephone,31,180,8,-1,0,unknown,no
95,28,management,single,secondary,no,292,yes,yes,telephone,5,39,1,-1,0,unknown,no
3141,30,technician,single,secondary,no,148,yes,yes,cellular,15,115,5,-1,0,unknown,no
3656,30,management,married,tertiary,no,350,no,no,cellular,29,328,2,-1,0,unknown,no
1920,29,admin.,divorced,secondary,no,-254,yes,no,cellular,14,406,2,-1,0,unknown,yes
1237,27,blue-collar,married,primary,no,60,yes,no,unknown,3,550,1,-1,0,unknown,no
2446,39,blue-collar,married,unknown,no,0,yes,no,unknown,26,470,1,-1,0,unknown,no
2404,30,student,single,secondary,no,5836,no,no,cellular,27,165,2,-1,0,unknown,no
390,30,management,divorced,tertiary,no,477,yes,no,telephone,6,186,1,-1,0,unknown,no
2027,59,retired,married,primary,no,1085,no,no,unknown,16,191,1,-1,0,unknown,no
3321,39,technician,married,unknown,no,839,no,no,unknown,30,825,2,-1,0,unknown,no
3606,39,blue-collar,married,primary,no,398,yes,no,cellular,12,256,1,-1,0,unknown,no
3847,41,technician,married,secondary,no,741,yes,no,cellular,6,606,3,335,6,other,no
3966,35,management,single,tertiary,no,68,no,no,unknown,6,1085,1,-1,0,unknown,yes
3713,42,management,married,tertiary,no,295,yes,no,cellular,26,109,3,-1,0,unknown,no
2514,49,management,divorced,tertiary,no,755,no,no,cellular,31,1212,4,-1,0,unknown,yes
654,35,technician,single,secondary,no,391,no,no,cellular,21,152,1,-1,0,unknown,no
2373,52,blue-collar,married,primary,no,336,no,yes,telephone,17,381,7,-1,0,unknown,no
2047,55,retired,married,primary,no,2,no,no,unknown,27,392,4,-1,0,unknown,no
2664,44,self-employed,married,secondary,no,264,yes,no,unknown,13,198,2,-1,0,unknown,no
463,44,blue-collar,divorced,secondary,no,-184,yes,no,cellular,18,825,2,154,3,other,no
94,28,management,single,secondary,no,1861,no,no,cellular,29,43,2,-1,0,unknown,no
3118,52,management,married,primary,no,48,no,no,unknown,9,135,2,-1,0,unknown,no
2590,49,blue-collar,married,primary,no,512,yes,yes,cellular,21,126,1,-1,0,unknown,no
3947,49,management,married,tertiary,no,5887,no,no,cellular,4,439,3,185,5,success,yes
214,41,technician,married,tertiary,no,67,yes,no,cellular,19,814,1,-1,0,unknown,yes
1625,35,management,single,secondary,no,2383,yes,no,cellular,31,67,6,-1,0,unknown,no
772,33,services,married,secondary,no,386,no,no,cellular,12,317,1,181,5,success,yes
328,32,management,single,tertiary,no,223,no,no,cellular,29,365,1,-1,0,unknown,no
1524,58,retired,married,primary,no,235,yes,no,unknown,5,167,1,-1,0,unknown,no
1298,46,technician,married,unknown,no,3914,yes,no,cellular,30,247,1,-1,0,unknown,no
3578,32,admin.,married,secondary,no,684,yes,no,cellular,14,607,3,-1,0,unknown,yes
3179,62,housemaid,married,tertiary,no,1528,no,no,cellular,15,134,2,184,1,success,yes
2385,39,management,single,primary,no,0,yes,yes,cellular,17,62,1,-1,0,unknown,no
462,50,self-employed,married,primary,no,2636,yes,no,unknown,16,349,2,-1,0,unknown,no
2286,50,entrepreneur,married,secondary,no,0,yes,yes,cellular,17,344,1,-1,0,unknown,no
1753,43,technician,single,secondary,no,451,no,no,cellular,12,289,2,-1,0,unknown,yes
3796,33,management,single,tertiary,no,259,no,no,cellular,8,195,6,-1,0,unknown,no
310,30,management,single,tertiary,no,4896,no,no,cellular,19,132,1,-1,0,unknown,no
1025,33,services,married,secondary,no,-27,yes,no,cellular,18,216,2,-1,0,unknown,no
434,48,unemployed,married,secondary,no,1724,no,no,telephone,4,102,2,-1,0,unknown,no
1057,61,retired,married,primary,no,421,no,no,cellular,10,112,2,-1,0,unknown,no
1213,26,blue-collar,married,secondary,no,647,yes,no,cellular,17,357,2,331,1,other,no
839,27,services,single,secondary,no,3354,yes,no,cellular,14,493,5,-1,0,unknown,no
1457,44,blue-collar,married,secondary,no,2017,yes,no,unknown,14,74,3,-1,0,unknown,no
2539,42,technician,single,secondary,no,-15,no,no,unknown,25,71,1,-1,0,unknown,no
1181,54,admin.,divorced,secondary,no,200,no,no,cellular,3,170,1,-1,0,unknown,yes
3579,36,management,married,tertiary,no,502,yes,no,unknown,21,509,1,-1,0,unknown,no
2807,27,management,married,secondary,no,2071,no,no,cellular,4,449,1,-1,0,unknown,yes
2338,38,blue-collar,single,secondary,no,1230,yes,no,unknown,6,266,2,-1,0,unknown,no
2202,45,blue-collar,married,primary,no,803,yes,no,cellular,4,742,4,-1,0,unknown,yes
987,37,technician,married,tertiary,no,127,yes,no,cellular,25,192,1,193,1,success,yes
2447,51,services,married,secondary,no,421,yes,no,cellular,15,139,2,-1,0,unknown,no
1362,43,admin.,married,secondary,no,132,no,no,cellular,17,220,1,-1,0,unknown,yes
1674,59,retired,divorced,secondary,no,5845,no,no,cellular,14,1060,2,-1,0,unknown,yes
1008,25,admin.,single,secondary,no,681,yes,no,unknown,26,105,3,-1,0,unknown,no
23,43,admin.,single,secondary,no,-247,yes,yes,cellular,2,751,2,76,4,failure,yes
3930,30,self-employed,single,tertiary,no,-174,no,no,cellular,20,80,1,-1,0,unknown,no
687,31,technician,married,secondary,no,4,no,no,unknown,20,199,4,-1,0,unknown,no
2288,50,self-employed,married,secondary,no,10052,no,no,cellular,13,665,2,-1,0,unknown,yes
1612,43,management,divorced,tertiary,no,171,no,no,cellular,18,67,2,-1,0,unknown,no
2972,30,services,single,secondary,no,432,yes,no,unknown,20,340,3,-1,0,unknown,no
684,49,self-employed,single,secondary,no,766,yes,no,cellular,7,150,4,-1,0,unknown,no
338,43,blue-collar,married,secondary,no,833,no,no,cellular,17,156,1,-1,0,unknown,no
3500,35,technician,single,secondary,no,24,no,no,cellular,22,392,1,-1,0,unknown,no
3530,60,management,married,secondary,no,0,no,no,telephone,18,280,3,-1,0,unknown,no
3524,47,management,married,tertiary,no,0,yes,no,cellular,4,194,2,181,3,failure,no
3660,31,management,married,tertiary,no,156,no,no,cellular,20,77,2,-1,0,unknown,no
1831,55,blue-collar,married,primary,no,309,yes,no,unknown,12,115,4,-1,0,unknown,no
280,52,technician,married,secondary,no,291,no,no,unknown,8,143,1,-1,0,unknown,no
3938,47,blue-collar,married,secondary,no,214,yes,no,unknown,16,442,3,-1,0,unknown,no
2120,33,technician,single,tertiary,no,6127,no,no,cellular,8,127,3,-1,0,unknown,no
672,53,technician,divorced,secondary,no,1252,yes,no,unknown,26,149,1,-1,0,unknown,no
1432,29,management,single,tertiary,no,74,no,no,cellular,6,174,1,-1,0,unknown,no
1265,42,technician,married,secondary,no,233,no,no,cellular,8,98,1,231,4,failure,no
1472,29,management,married,tertiary,yes,53,yes,no,cellular,31,27,17,-1,0,unknown,no
2675,39,blue-collar,married,secondary,no,1382,yes,no,cellular,12,357,1,182,2,success,yes
2421,26,services,single,secondary,no,1114,no,no,cellular,9,44,2,-1,0,unknown,no
708,50,blue-collar,married,secondary,no,170,yes,yes,unknown,19,234,13,-1,0,unknown,no
1669,42,blue-collar,married,secondary,no,3,yes,no,unknown,14,34,1,-1,0,unknown,no
2690,37,technician,married,secondary,no,-403,yes,no,unknown,30,31,6,-1,0,unknown,no
498,57,blue-collar,married,primary,no,403,yes,no,telephone,17,63,2,-1,0,unknown,no
415,26,housemaid,married,primary,no,158,no,yes,cellular,8,416,4,-1,0,unknown,no
1219,33,admin.,married,secondary,no,252,yes,no,cellular,22,270,2,-1,0,unknown,no
1205,35,admin.,married,secondary,no,-112,no,no,cellular,29,394,4,-1,0,unknown,no
1570,53,unemployed,divorced,secondary,no,468,no,no,cellular,22,153,6,-1,0,unknown,no
3994,43,technician,married,secondary,no,674,yes,yes,unknown,19,412,1,-1,0,unknown,no
1978,33,management,single,tertiary,no,0,no,no,telephone,5,109,1,-1,0,unknown,no
2302,48,housemaid,divorced,primary,no,26,yes,no,unknown,12,311,3,-1,0,unknown,no
1902,54,blue-collar,married,primary,no,126,yes,no,cellular,15,357,4,-1,0,unknown,no
2751,40,blue-collar,single,unknown,no,29,no,no,telephone,7,118,2,-1,0,unknown,no
1982,45,admin.,divorced,secondary,no,-288,no,yes,cellular,9,192,2,-1,0,unknown,no
1618,43,technician,married,secondary,no,328,no,no,cellular,22,79,2,-1,0,unknown,no
2747,45,admin.,married,secondary,no,3006,no,no,cellular,29,388,2,-1,0,unknown,yes
2788,34,admin.,married,secondary,no,3185,yes,no,unknown,13,520,1,-1,0,unknown,no
1952,42,admin.,divorced,secondary,no,153,yes,no,unknown,16,844,1,-1,0,unknown,yes
1894,47,technician,married,secondary,no,89,no,no,unknown,5,287,1,-1,0,unknown,no
1901,58,unemployed,married,secondary,no,687,yes,no,cellular,30,341,2,-1,0,unknown,yes
2637,33,management,single,tertiary,no,1962,no,no,cellular,13,363,1,181,1,failure,yes
1503,46,management,married,primary,no,1267,yes,yes,cellular,18,187,2,-1,0,unknown,no
2943,35,management,single,tertiary,no,556,no,no,cellular,28,52,8,-1,0,unknown,no
1992,37,entrepreneur,married,tertiary,no,342,yes,no,unknown,6,212,1,-1,0,unknown,no
3315,71,retired,divorced,secondary,no,3104,no,no,telephone,12,271,1,187,1,failure,no
2759,61,admin.,married,secondary,no,1046,yes,no,cellular,21,158,1,-1,0,unknown,yes
806,27,housemaid,married,primary,yes,-238,no,no,cellular,14,132,4,-1,0,unknown,no
3786,45,self-employed,divorced,secondary,no,1966,yes,no,cellular,4,76,2,204,3,other,no
2869,57,technician,single,tertiary,no,711,no,no,unknown,25,411,1,-1,0,unknown,no
3936,28,blue-collar,married,primary,no,0,yes,yes,unknown,17,273,27,-1,0,unknown,no
3205,50,blue-collar,married,primary,no,40,yes,no,unknown,8,152,1,-1,0,unknown,no
3417,26,admin.,single,secondary,no,274,no,no,cellular,1,351,3,-1,0,unknown,yes
1938,38,services,married,secondary,no,155,yes,no,unknown,5,248,1,-1,0,unknown,no
2411,43,services,married,secondary,no,774,no,no,cellular,25,101,1,421,1,success,yes
1627,34,technician,single,tertiary,no,0,yes,no,cellular,17,158,2,-1,0,unknown,no
2422,60,blue-collar,married,unknown,no,3538,no,no,unknown,11,261,1,-1,0,unknown,no
251,46,blue-collar,married,unknown,no,842,yes,no,telephone,8,833,1,-1,0,unknown,yes
1928,30,self-employed,single,tertiary,no,166,no,no,cellular,26,136,1,-1,0,unknown,no
395,41,services,married,secondary,no,96,yes,no,unknown,30,136,2,-1,0,unknown,no
1868,52,management,married,tertiary,no,2578,no,no,cellular,17,412,1,-1,0,unknown,no
2813,29,student,single,tertiary,no,0,no,no,unknown,26,52,3,-1,0,unknown,no
1388,26,student,single,tertiary,no,1134,no,no,cellular,21,464,4,-1,0,unknown,yes
1343,40,services,single,secondary,no,5129,yes,yes,cellular,21,222,6,-1,0,unknown,no
3106,55,admin.,married,secondary,no,8304,no,no,cellular,1,201,1,-1,0,unknown,yes
3410,47,blue-collar,married,secondary,no,2787,no,no,cellular,11,479,1,-1,0,unknown,yes
3687,32,services,single,secondary,no,671,yes,no,cellular,17,237,2,345,3,failure,no
890,26,blue-collar,single,secondary,no,78,no,no,telephone,28,43,1,-1,0,unknown,no
1923,36,housemaid,married,primary,no,758,no,no,unknown,17,236,2,-1,0,unknown,no
3200,52,entrepreneur,married,tertiary,no,0,no,no,unknown,19,163,3,-1,0,unknown,no
2520,70,retired,married,secondary,no,1853,no,no,telephone,26,314,1,-1,0,unknown,yes
1024,42,management,married,tertiary,no,356,no,no,cellular,19,129,4,-1,0,unknown,no
3784,46,technician,married,secondary,no,2045,yes,no,cellular,21,281,2,-1,0,unknown,no
3294,48,technician,married,secondary,no,427,no,no,unknown,14,201,1,-1,0,unknown,no
1382,42,technician,divorced,secondary,no,3043,yes,yes,unknown,30,224,5,-1,0,unknown,no
1418,54,management,single,tertiary,no,1464,yes,yes,unknown,26,425,4,-1,0,unknown,no
2113,27,services,single,primary,no,140,yes,yes,cellular,25,361,1,-1,0,unknown,no
679,36,technician,married,secondary,no,300,no,no,unknown,9,287,1,-1,0,unknown,no
2377,26,student,single,tertiary,no,2182,yes,no,cellular,12,42,1,292,1,other,no
1146,50,management,married,secondary,no,0,yes,no,unknown,14,94,4,-1,0,unknown,no
1742,57,housemaid,married,primary,no,0,no,no,cellular,13,189,2,-1,0,unknown,no
1213,41,admin.,married,secondary,no,542,yes,no,telephone,11,64,2,347,1,other,no
3252,32,management,married,tertiary,no,6274,yes,no,cellular,17,500,2,-1,0,unknown,no
2739,55,blue-collar,single,secondary,no,197,no,no,cellular,30,95,6,-1,0,unknown,no
1488,29,management,married,tertiary,no,465,yes,no,cellular,16,191,1,-1,0,unknown,no
982,38,technician,divorced,tertiary,no,791,yes,no,unknown,26,89,2,-1,0,unknown,no
366,43,technician,married,secondary,no,227,yes,yes,cellular,19,124,2,-1,0,unknown,no
774,33,admin.,divorced,secondary,no,479,yes,no,unknown,27,74,5,-1,0,unknown,no
489,51,technician,married,tertiary,no,-3,no,no,cellular,25,91,9,-1,0,unknown,no
3710,46,management,single,tertiary,no,2904,yes,no,unknown,30,984,2,-1,0,unknown,yes
1440,39,technician,single,secondary,no,-225,no,no,cellular,19,220,1,-1,0,unknown,no
1381,32,self-employed,single,secondary,no,360,yes,no,cellular,9,175,3,259,4,failure,no
549,30,services,single,secondary,no,-158,yes,no,cellular,12,426,1,370,2,failure,yes
2727,40,blue-collar,married,primary,no,2805,yes,no,cellular,14,173,6,353,23,failure,no
2543,45,blue-collar,married,primary,no,302,yes,no,telephone,15,258,3,-1,0,unknown,no
414,34,housemaid,married,tertiary,no,11219,no,no,cellular,25,112,1,-1,0,unknown,no
976,53,blue-collar,married,secondary,no,6112,no,no,cellular,3,211,1,-1,0,unknown,yes
106,32,technician,married,unknown,no,14533,no,no,cellular,31,646,3,198,2,success,no
3207,52,self-employed,married,tertiary,no,730,yes,no,cellular,30,180,2,-1,0,unknown,no
400,30,admin.,married,secondary,no,0,no,no,cellular,1,318,1,-1,0,unknown,yes
3049,32,management,married,tertiary,no,423,no,no,cellular,22,212,17,-1,0,unknown,no
1387,39,entrepreneur,divorced,secondary,no,1202,yes,no,unknown,23,364,2,-1,0,unknown,no
207,52,admin.,married,secondary,no,1933,yes,no,unknown,21,153,4,-1,0,unknown,no
1654,37,management,married,tertiary,no,725,no,no,cellular,26,162,13,-1,0,unknown,no
1180,32,admin.,single,secondary,no,1649,no,no,cellular,27,204,2,-1,0,unknown,no
782,26,technician,single,secondary,no,3244,no,no,cellular,2,141,1,5,1,failure,no
585,41,blue-collar,single,secondary,no,948,yes,no,unknown,3,157,1,-1,0,unknown,no
3693,55,blue-collar,divorced,secondary,no,1613,yes,no,cellular,3,296,1,270,3,failure,yes
1661,55,admin.,married,secondary,no,865,yes,no,cellular,27,96,1,111,3,failure,no
2181,66,retired,married,secondary,no,2326,no,yes,cellular,18,232,1,181,1,success,yes
2949,24,admin.,single,secondary,no,926,yes,yes,cellular,15,191,1,-1,0,unknown,no
2971,50,technician,married,secondary,no,-997,no,yes,cellular,28,70,7,-1,0,unknown,no
3035,34,technician,single,tertiary,no,449,no,no,cellular,8,765,3,-1,0,unknown,no
1784,32,blue-collar,single,secondary,no,1475,yes,no,cellular,21,209,5,-1,0,unknown,no
1015,29,management,married,tertiary,no,205,no,no,cellular,4,787,1,-1,0,unknown,yes
2589,48,blue-collar,married,primary,no,0,no,no,unknown,17,104,2,-1,0,unknown,no
828,49,management,married,tertiary,no,234,no,no,cellular,22,55,6,-1,0,unknown,no
1784,60,blue-collar,married,primary,no,93,no,yes,unknown,27,125,4,-1,0,unknown,no
1665,40,management,divorced,tertiary,no,96,yes,no,cellular,25,188,14,-1,0,unknown,no
683,32,management,single,tertiary,no,0,yes,no,cellular,18,244,2,168,1,other,no
1502,35,self-employed,married,tertiary,no,137,no,no,cellular,5,142,4,-1,0,unknown,no
1480,29,management,married,tertiary,no,246,yes,no,cellular,29,61,1,265,1,failure,no
1492,54,housemaid,married,tertiary,no,440,no,no,cellular,19,89,1,-1,0,unknown,no
3564,38,blue-collar,married,secondary,no,1370,yes,no,cellular,11,472,2,-1,0,unknown,no
2716,42,technician,married,secondary,no,5,no,no,cellular,21,98,2,-1,0,unknown,no
798,33,admin.,married,tertiary,no,585,yes,no,cellular,17,131,1,-1,0,unknown,no
1501,35,management,single,tertiary,no,671,yes,no,cellular,10,112,1,-1,0,unknown,yes
1036,34,management,married,tertiary,no,519,no,no,cellular,11,57,3,-1,0,unknown,no
2088,31,technician,single,tertiary,no,26,no,no,cellular,21,419,4,-1,0,unknown,no
2084,27,management,single,tertiary,no,377,no,no,cellular,22,91,1,-1,0,unknown,no
1197,48,management,married,tertiary,no,3766,no,no,cellular,6,206,2,-1,0,unknown,no
2237,47,management,married,primary,no,1797,no,no,cellular,7,62,4,-1,0,unknown,no
333,49,technician,married,primary,no,230,yes,no,unknown,8,96,1,-1,0,unknown,no
2661,42,management,single,tertiary,no,0,no,no,cellular,7,99,1,-1,0,unknown,no
1631,37,technician,married,secondary,no,720,yes,no,cellular,8,58,3,-1,0,unknown,no
2912,36,unemployed,single,primary,no,0,yes,no,telephone,7,63,6,-1,0,unknown,no
1215,30,admin.,married,tertiary,no,631,no,no,cellular,13,293,3,-1,0,unknown,no
779,51,technician,married,secondary,no,-1042,yes,no,unknown,27,272,2,-1,0,unknown,no
2562,27,self-employed,single,tertiary,no,560,no,no,telephone,3,543,9,465,2,failure,no
118,47,blue-collar,married,secondary,no,3237,yes,no,unknown,15,198,3,-1,0,unknown,no
289,46,technician,divorced,secondary,no,164,yes,no,unknown,9,229,2,-1,0,unknown,no
1978,86,retired,married,primary,no,0,no,no,cellular,15,141,12,-1,0,unknown,no
2117,52,services,married,primary,no,171,yes,yes,cellular,31,223,1,-1,0,unknown,no
220,37,admin.,married,secondary,no,-426,yes,yes,cellular,31,56,30,-1,0,unknown,no
2045,30,self-employed,single,secondary,no,5223,no,no,cellular,14,404,2,-1,0,unknown,no
733,53,self-employed,married,tertiary,no,451,yes,no,unknown,29,56,2,-1,0,unknown,no
156,48,technician,married,primary,no,788,no,no,telephone,9,36,2,-1,0,unknown,no
1214,48,management,married,secondary,no,3663,yes,no,cellular,19,239,1,-1,0,unknown,no
1956,27,blue-collar,married,primary,no,0,no,no,telephone,2,45,1,-1,0,unknown,no
2479,54,retired,divorced,secondary,no,-57,no,yes,cellular,15,364,10,-1,0,unknown,no
1017,53,admin.,single,secondary,no,1958,no,no,telephone,23,164,4,-1,0,unknown,no
979,39,blue-collar,married,primary,no,3419,yes,no,cellular,13,155,1,327,5,failure,no
595,35,technician,married,tertiary,no,7050,no,no,cellular,10,278,3,187,1,success,yes
3086,60,technician,married,primary,no,4243,yes,no,cellular,4,387,1,251,1,failure,no
3668,43,blue-collar,married,primary,no,1794,yes,no,unknown,20,35,1,-1,0,unknown,no
3785,37,technician,single,tertiary,no,147,no,no,unknown,7,416,2,-1,0,unknown,no
1882,36,management,single,tertiary,no,548,yes,yes,unknown,30,618,3,-1,0,unknown,no
1503,37,blue-collar,married,primary,no,213,no,yes,unknown,5,323,1,-1,0,unknown,no
477,53,blue-collar,single,secondary,no,1442,no,no,telephone,9,137,8,188,2,other,no
1114,51,technician,married,secondary,no,-379,yes,no,cellular,5,261,1,-1,0,unknown,no
344,46,blue-collar,married,secondary,no,1144,yes,no,cellular,8,376,2,129,3,other,yes
3877,22,management,single,tertiary,no,374,yes,no,cellular,13,158,5,-1,0,unknown,no
